{'symbol': 'BANK.JK', 'price_stats': {'eod_records': 0, 'intraday_records': 0, 'total_records': 0}, 'action_stats': {'symbol': 'BANK.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BOGA.JK', 'price_stats': {'eod_records': 2848, 'intraday_records': 0, 'total_records': 2848}, 'action_stats': {'symbol': 'BOGA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BOLA.JK', 'price_stats': {'eod_records': 2046, 'intraday_records': 0, 'total_records': 2046}, 'action_stats': {'symbol': 'BOLA.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BOLT.JK', 'price_stats': {'eod_records': 3296, 'intraday_records': 0, 'total_records': 3296}, 'action_stats': {'symbol': 'BOLT.JK', 'dividends': 8, 'splits': 0, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BRAM.JK', 'price_stats': {'eod_records': 8518, 'intraday_records': 0, 'total_records': 8518}, 'action_stats': {'symbol': 'BRAM.JK', 'dividends': 30, 'splits': 0, 'total': 30, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BUVA.JK', 'price_stats': {'eod_records': 4453, 'intraday_records': 0, 'total_records': 4453}, 'action_stats': {'symbol': 'BUVA.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CINT.JK', 'price_stats': {'eod_records': 3615, 'intraday_records': 0, 'total_records': 3615}, 'action_stats': {'symbol': 'CINT.JK', 'dividends': 11, 'splits': 0, 'total': 11, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CNMA.JK', 'price_stats': {'eod_records': 773, 'intraday_records': 0, 'total_records': 773}, 'action_stats': {'symbol': 'CNMA.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CSAP.JK', 'price_stats': {'eod_records': 5630, 'intraday_records': 0, 'total_records': 5630}, 'action_stats': {'symbol': 'CSAP.JK', 'dividends': 17, 'splits': 0, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CSMI.JK', 'price_stats': {'eod_records': 1786, 'intraday_records': 0, 'total_records': 1786}, 'action_stats': {'symbol': 'CSMI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DEPO.JK', 'price_stats': {'eod_records': 1288, 'intraday_records': 0, 'total_records': 1288}, 'action_stats': {'symbol': 'DEPO.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DOOH.JK', 'price_stats': {'eod_records': 843, 'intraday_records': 0, 'total_records': 843}, 'action_stats': {'symbol': 'DOOH.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DOSS.JK', 'price_stats': {'eod_records': 467, 'intraday_records': 0, 'total_records': 467}, 'action_stats': {'symbol': 'DOSS.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DRMA.JK', 'price_stats': {'eod_records': 1266, 'intraday_records': 0, 'total_records': 1266}, 'action_stats': {'symbol': 'DRMA.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'EAST.JK', 'price_stats': {'eod_records': 2026, 'intraday_records': 0, 'total_records': 2026}, 'action_stats': {'symbol': 'EAST.JK', 'dividends': 17, 'splits': 0, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ECII.JK', 'price_stats': {'eod_records': 3913, 'intraday_records': 0, 'total_records': 3913}, 'action_stats': {'symbol': 'ECII.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ENAK.JK', 'price_stats': {'eod_records': 1223, 'intraday_records': 0, 'total_records': 1223}, 'action_stats': {'symbol': 'ENAK.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ERAA.JK', 'price_stats': {'eod_records': 4396, 'intraday_records': 0, 'total_records': 4396}, 'action_stats': {'symbol': 'ERAA.JK', 'dividends': 11, 'splits': 1, 'total': 12, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ERAL.JK', 'price_stats': {'eod_records': 768, 'intraday_records': 0, 'total_records': 768}, 'action_stats': {'symbol': 'ERAL.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ESTA.JK', 'price_stats': {'eod_records': 1813, 'intraday_records': 0, 'total_records': 1813}, 'action_stats': {'symbol': 'ESTA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FAST.JK', 'price_stats': {'eod_records': 8196, 'intraday_records': 0, 'total_records': 8196}, 'action_stats': {'symbol': 'FAST.JK', 'dividends': 22, 'splits': 3, 'total': 25, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FILM.JK', 'price_stats': {'eod_records': 2325, 'intraday_records': 0, 'total_records': 2325}, 'action_stats': {'symbol': 'FILM.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FITT.JK', 'price_stats': {'eod_records': 2051, 'intraday_records': 0, 'total_records': 2051}, 'action_stats': {'symbol': 'FITT.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'FUTR.JK', 'price_stats': {'eod_records': 897, 'intraday_records': 0, 'total_records': 897}, 'action_stats': {'symbol': 'FUTR.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GDYR.JK', 'price_stats': {'eod_records': 8070, 'intraday_records': 0, 'total_records': 8070}, 'action_stats': {'symbol': 'GDYR.JK', 'dividends': 16, 'splits': 1, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GEMA.JK', 'price_stats': {'eod_records': 7335, 'intraday_records': 0, 'total_records': 7335}, 'action_stats': {'symbol': 'GEMA.JK', 'dividends': 12, 'splits': 1, 'total': 13, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GJTL.JK', 'price_stats': {'eod_records': 9397, 'intraday_records': 0, 'total_records': 9397}, 'action_stats': {'symbol': 'GJTL.JK', 'dividends': 13, 'splits': 0, 'total': 13, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GOLF.JK', 'price_stats': {'eod_records': 495, 'intraday_records': 0, 'total_records': 495}, 'action_stats': {'symbol': 'GOLF.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'GRPH.JK', 'price_stats': {'eod_records': 628, 'intraday_records': 0, 'total_records': 628}, 'action_stats': {'symbol': 'GRPH.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'HAJJ.JK', 'price_stats': {'eod_records': 865, 'intraday_records': 0, 'total_records': 865}, 'action_stats': {'symbol': 'HAJJ.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'HRME.JK', 'price_stats': {'eod_records': 2104, 'intraday_records': 0, 'total_records': 2104}, 'action_stats': {'symbol': 'HRME.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'IDEA.JK', 'price_stats': {'eod_records': 1355, 'intraday_records': 0, 'total_records': 1355}, 'action_stats': {'symbol': 'IDEA.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'IIKP.JK', 'price_stats': {'eod_records': 7277, 'intraday_records': 0, 'total_records': 7277}, 'action_stats': {'symbol': 'IIKP.JK', 'dividends': 2, 'splits': 2, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'IKAI.JK', 'price_stats': {'eod_records': 8788, 'intraday_records': 0, 'total_records': 8788}, 'action_stats': {'symbol': 'IKAI.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'INDR.JK', 'price_stats': {'eod_records': 9374, 'intraday_records': 0, 'total_records': 9374}, 'action_stats': {'symbol': 'INDR.JK', 'dividends': 11, 'splits': 0, 'total': 11, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'INDS.JK', 'price_stats': {'eod_records': 7703, 'intraday_records': 0, 'total_records': 7703}, 'action_stats': {'symbol': 'INDS.JK', 'dividends': 19, 'splits': 3, 'total': 22, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'IPTV.JK', 'price_stats': {'eod_records': 2027, 'intraday_records': 0, 'total_records': 2027}, 'action_stats': {'symbol': 'IPTV.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ISAP.JK', 'price_stats': {'eod_records': 966, 'intraday_records': 0, 'total_records': 966}, 'action_stats': {'symbol': 'ISAP.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'JGLE.JK', 'price_stats': {'eod_records': 2994, 'intraday_records': 0, 'total_records': 2994}, 'action_stats': {'symbol': 'JGLE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'JIHD.JK', 'price_stats': {'eod_records': 9296, 'intraday_records': 0, 'total_records': 9296}, 'action_stats': {'symbol': 'JIHD.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'JSPT.JK', 'price_stats': {'eod_records': 7611, 'intraday_records': 0, 'total_records': 7611}, 'action_stats': {'symbol': 'JSPT.JK', 'dividends': 13, 'splits': 0, 'total': 13, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KAQI.JK', 'price_stats': {'eod_records': 286, 'intraday_records': 0, 'total_records': 286}, 'action_stats': {'symbol': 'KAQI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KDTN.JK', 'price_stats': {'eod_records': 993, 'intraday_records': 0, 'total_records': 993}, 'action_stats': {'symbol': 'KDTN.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KICI.JK', 'price_stats': {'eod_records': 8549, 'intraday_records': 0, 'total_records': 8549}, 'action_stats': {'symbol': 'KICI.JK', 'dividends': 1, 'splits': 1, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KLIN.JK', 'price_stats': {'eod_records': 1074, 'intraday_records': 0, 'total_records': 1074}, 'action_stats': {'symbol': 'KLIN.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'KPIG.JK', 'price_stats': {'eod_records': 8108, 'intraday_records': 0, 'total_records': 8108}, 'action_stats': {'symbol': 'KPIG.JK', 'dividends': 6, 'splits': 2, 'total': 8, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LFLO.JK', 'price_stats': {'eod_records': 1485, 'intraday_records': 0, 'total_records': 1485}, 'action_stats': {'symbol': 'LFLO.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LIVE.JK', 'price_stats': {'eod_records': 608, 'intraday_records': 0, 'total_records': 608}, 'action_stats': {'symbol': 'LIVE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LMAX.JK', 'price_stats': {'eod_records': 767, 'intraday_records': 0, 'total_records': 767}, 'action_stats': {'symbol': 'LMAX.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LMPI.JK', 'price_stats': {'eod_records': 8903, 'intraday_records': 0, 'total_records': 8903}, 'action_stats': {'symbol': 'LMPI.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LPIN.JK', 'price_stats': {'eod_records': 7823, 'intraday_records': 0, 'total_records': 7823}, 'action_stats': {'symbol': 'LPIN.JK', 'dividends': 5, 'splits': 2, 'total': 7, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'LPPF.JK', 'price_stats': {'eod_records': 6693, 'intraday_records': 0, 'total_records': 6693}, 'action_stats': {'symbol': 'LPPF.JK', 'dividends': 13, 'splits': 1, 'total': 14, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MAPA.JK', 'price_stats': {'eod_records': 2354, 'intraday_records': 0, 'total_records': 2354}, 'action_stats': {'symbol': 'MAPA.JK', 'dividends': 4, 'splits': 1, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MAPB.JK', 'price_stats': {'eod_records': 2691, 'intraday_records': 0, 'total_records': 2691}, 'action_stats': {'symbol': 'MAPB.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MAPI.JK', 'price_stats': {'eod_records': 6608, 'intraday_records': 0, 'total_records': 6608}, 'action_stats': {'symbol': 'MAPI.JK', 'dividends': 16, 'splits': 1, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MDIY.JK', 'price_stats': {'eod_records': 351, 'intraday_records': 0, 'total_records': 351}, 'action_stats': {'symbol': 'MDIY.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MEJA.JK', 'price_stats': {'eod_records': 608, 'intraday_records': 0, 'total_records': 608}, 'action_stats': {'symbol': 'MEJA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MICE.JK', 'price_stats': {'eod_records': 6259, 'intraday_records': 0, 'total_records': 6259}, 'action_stats': {'symbol': 'MICE.JK', 'dividends': 19, 'splits': 0, 'total': 19, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MINA.JK', 'price_stats': {'eod_records': 2734, 'intraday_records': 0, 'total_records': 2734}, 'action_stats': {'symbol': 'MINA.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MNCN.JK', 'price_stats': {'eod_records': 5780, 'intraday_records': 0, 'total_records': 5780}, 'action_stats': {'symbol': 'MNCN.JK', 'dividends': 15, 'splits': 0, 'total': 15, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MPMX.JK', 'price_stats': {'eod_records': 3944, 'intraday_records': 0, 'total_records': 3944}, 'action_stats': {'symbol': 'MPMX.JK', 'dividends': 12, 'splits': 0, 'total': 12, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MSIN.JK', 'price_stats': {'eod_records': 2378, 'intraday_records': 0, 'total_records': 2378}, 'action_stats': {'symbol': 'MSIN.JK', 'dividends': 2, 'splits': 2, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MSJA.JK', 'price_stats': {'eod_records': 635, 'intraday_records': 0, 'total_records': 635}, 'action_stats': {'symbol': 'MSJA.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'MSKY.JK', 'price_stats': {'eod_records': 4217, 'intraday_records': 0, 'total_records': 4217}, 'action_stats': {'symbol': 'MSKY.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'NASA.JK', 'price_stats': {'eod_records': 2650, 'intraday_records': 0, 'total_records': 2650}, 'action_stats': {'symbol': 'NASA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'NETV.JK', 'price_stats': {'eod_records': 1234, 'intraday_records': 0, 'total_records': 1234}, 'action_stats': {'symbol': 'NETV.JK', 'dividends': 0, 'splits': 1, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'OLIV.JK', 'price_stats': {'eod_records': 1147, 'intraday_records': 0, 'total_records': 1147}, 'action_stats': {'symbol': 'OLIV.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PANR.JK', 'price_stats': {'eod_records': 7630, 'intraday_records': 0, 'total_records': 7630}, 'action_stats': {'symbol': 'PANR.JK', 'dividends': 10, 'splits': 1, 'total': 11, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PART.JK', 'price_stats': {'eod_records': 497, 'intraday_records': 0, 'total_records': 497}, 'action_stats': {'symbol': 'PART.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PJAA.JK', 'price_stats': {'eod_records': 6722, 'intraday_records': 0, 'total_records': 6722}, 'action_stats': {'symbol': 'PJAA.JK', 'dividends': 18, 'splits': 1, 'total': 19, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PLAN.JK', 'price_stats': {'eod_records': 1656, 'intraday_records': 0, 'total_records': 1656}, 'action_stats': {'symbol': 'PLAN.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PMJS.JK', 'price_stats': {'eod_records': 1882, 'intraday_records': 0, 'total_records': 1882}, 'action_stats': {'symbol': 'PMJS.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PNSE.JK', 'price_stats': {'eod_records': 8033, 'intraday_records': 0, 'total_records': 8033}, 'action_stats': {'symbol': 'PNSE.JK', 'dividends': 17, 'splits': 3, 'total': 20, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PSKT.JK', 'price_stats': {'eod_records': 5632, 'intraday_records': 0, 'total_records': 5632}, 'action_stats': {'symbol': 'PSKT.JK', 'dividends': 1, 'splits': 1, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PTPS.JK', 'price_stats': {'eod_records': 715, 'intraday_records': 0, 'total_records': 715}, 'action_stats': {'symbol': 'PTPS.JK', 'dividends': 5, 'splits': 0, 'total': 5, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PTSP.JK', 'price_stats': {'eod_records': 7470, 'intraday_records': 0, 'total_records': 7470}, 'action_stats': {'symbol': 'PTSP.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'PZZA.JK', 'price_stats': {'eod_records': 2393, 'intraday_records': 0, 'total_records': 2393}, 'action_stats': {'symbol': 'PZZA.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RAAM.JK', 'price_stats': {'eod_records': 843, 'intraday_records': 0, 'total_records': 843}, 'action_stats': {'symbol': 'RAAM.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'RALS.JK', 'price_stats': {'eod_records': 9064, 'intraday_records': 0, 'total_records': 9064}, 'action_stats': {'symbol': 'RALS.JK', 'dividends': 20, 'splits': 0, 'total': 20, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SCNP.JK', 'price_stats': {'eod_records': 1663, 'intraday_records': 0, 'total_records': 1663}, 'action_stats': {'symbol': 'SCNP.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SHID.JK', 'price_stats': {'eod_records': 9100, 'intraday_records': 0, 'total_records': 9100}, 'action_stats': {'symbol': 'SHID.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SLIS.JK', 'price_stats': {'eod_records': 1946, 'intraday_records': 0, 'total_records': 1946}, 'action_stats': {'symbol': 'SLIS.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SMSM.JK', 'price_stats': {'eod_records': 8873, 'intraday_records': 0, 'total_records': 8873}, 'action_stats': {'symbol': 'SMSM.JK', 'dividends': 63, 'splits': 1, 'total': 64, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SNLK.JK', 'price_stats': {'eod_records': 1493, 'intraday_records': 0, 'total_records': 1493}, 'action_stats': {'symbol': 'SNLK.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SOFA.JK', 'price_stats': {'eod_records': 1714, 'intraday_records': 0, 'total_records': 1714}, 'action_stats': {'symbol': 'SOFA.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SONA.JK', 'price_stats': {'eod_records': 9171, 'intraday_records': 0, 'total_records': 9171}, 'action_stats': {'symbol': 'SONA.JK', 'dividends': 6, 'splits': 1, 'total': 7, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SOTS.JK', 'price_stats': {'eod_records': 2213, 'intraday_records': 0, 'total_records': 2213}, 'action_stats': {'symbol': 'SOTS.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SPRE.JK', 'price_stats': {'eod_records': 499, 'intraday_records': 0, 'total_records': 499}, 'action_stats': {'symbol': 'SPRE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'SSTM.JK', 'price_stats': {'eod_records': 8602, 'intraday_records': 0, 'total_records': 8602}, 'action_stats': {'symbol': 'SSTM.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TFCO.JK', 'price_stats': {'eod_records': 7069, 'intraday_records': 0, 'total_records': 7069}, 'action_stats': {'symbol': 'TFCO.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TMPO.JK', 'price_stats': {'eod_records': 7851, 'intraday_records': 0, 'total_records': 7851}, 'action_stats': {'symbol': 'TMPO.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TOOL.JK', 'price_stats': {'eod_records': 1074, 'intraday_records': 0, 'total_records': 1074}, 'action_stats': {'symbol': 'TOOL.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TRIS.JK', 'price_stats': {'eod_records': 4227, 'intraday_records': 0, 'total_records': 4227}, 'action_stats': {'symbol': 'TRIS.JK', 'dividends': 17, 'splits': 0, 'total': 17, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'TYRE.JK', 'price_stats': {'eod_records': 843, 'intraday_records': 0, 'total_records': 843}, 'action_stats': {'symbol': 'TYRE.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'UANG.JK', 'price_stats': {'eod_records': 1715, 'intraday_records': 0, 'total_records': 1715}, 'action_stats': {'symbol': 'UANG.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'UFOE.JK', 'price_stats': {'eod_records': 1540, 'intraday_records': 0, 'total_records': 1540}, 'action_stats': {'symbol': 'UFOE.JK', 'dividends': 2, 'splits': 1, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'UNTD.JK', 'price_stats': {'eod_records': 610, 'intraday_records': 0, 'total_records': 610}, 'action_stats': {'symbol': 'UNTD.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'VERN.JK', 'price_stats': {'eod_records': 414, 'intraday_records': 0, 'total_records': 414}, 'action_stats': {'symbol': 'VERN.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'VKTR.JK', 'price_stats': {'eod_records': 809, 'intraday_records': 0, 'total_records': 809}, 'action_stats': {'symbol': 'VKTR.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'WOOD.JK', 'price_stats': {'eod_records': 2691, 'intraday_records': 0, 'total_records': 2691}, 'action_stats': {'symbol': 'WOOD.JK', 'dividends': 2, 'splits': 0, 'total': 2, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'YELO.JK', 'price_stats': {'eod_records': 2252, 'intraday_records': 0, 'total_records': 2252}, 'action_stats': {'symbol': 'YELO.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ZATA.JK', 'price_stats': {'eod_records': 992, 'intraday_records': 0, 'total_records': 992}, 'action_stats': {'symbol': 'ZATA.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'ZONE.JK', 'price_stats': {'eod_records': 2211, 'intraday_records': 0, 'total_records': 2211}, 'action_stats': {'symbol': 'ZONE.JK', 'dividends': 3, 'splits': 0, 'total': 3, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'BMHS.JK', 'price_stats': {'eod_records': 1410, 'intraday_records': 0, 'total_records': 1410}, 'action_stats': {'symbol': 'BMHS.JK', 'dividends': 4, 'splits': 0, 'total': 4, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'CARE.JK', 'price_stats': {'eod_records': 1809, 'intraday_records': 0, 'total_records': 1809}, 'action_stats': {'symbol': 'CARE.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DGNS.JK', 'price_stats': {'eod_records': 1555, 'intraday_records': 0, 'total_records': 1555}, 'action_stats': {'symbol': 'DGNS.JK', 'dividends': 1, 'splits': 0, 'total': 1, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DKHH.JK', 'price_stats': {'eod_records': 243, 'intraday_records': 0, 'total_records': 243}, 'action_stats': {'symbol': 'DKHH.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'DVLA.JK', 'price_stats': {'eod_records': 9173, 'intraday_records': 0, 'total_records': 9173}, 'action_stats': {'symbol': 'DVLA.JK', 'dividends': 31, 'splits': 1, 'total': 32, 'success': True, 'error': None}, 'success': True, 'error': None}
{'symbol': 'HALO.JK', 'price_stats': {'eod_records': 913, 'intraday_records': 0, 'total_records': 913}, 'action_stats': {'symbol': 'HALO.JK', 'dividends': 0, 'splits': 0, 'total': 0, 'success': True, 'error': None}, 'success': True, 'error': None}
